Category,Cleaned_Resume,Classfied_Job_Title
Arts,Education Details January 2017 Rachana Sansad School Interior Deign January 2013 Holy Family High School Master Commerce Marketing Mumbai Maharashtra University Mumbai Drawing Arts Craft Teacher Drawing Arts Craft Teacher Ghatkopar YMCA Skill Details Company Details company Ghatkopar YMCA description 3 Years Worked Jungle Cubs Gym Co ordinator 1 Year,Arts
Arts,Education Details August 2018 January 2021 Entermediate Maths Mumbai Maharashtra Sunbeam academy samne ghat varanasi Martial arts fitness job Skill Details Company Details company Sports Authority description 2nd dan black belt karate martial arts searching personal trainer job fitness 3 gold medals national karate championship 7 gold medals state karate championship 3 times best player year uttar pradesh award Represented india Selected world karate championship held Croatia Europe,Health and fitness
Arts,Skills Course Skill Name Board Year Passing Grade Intermediate Grade Drawing Art Examination Committee 2011 B Examination Maharashtra State Academic Programme Detail National Service Scheme Camp Sponsored Government India Ministry Youth Affairs Sports New Delhi North Maharashtra University Jalgaon Strengths Ability Learn Mistakes Honesty Ready accept challenges responsibilities Quick learning adaptability confidence Declaration 201 faithfully Pia Jetalal Hiralal Gorbanjara Education Details May 2010 HSC Nashik Maharashtra State Board June 2008 SSC Nashik Maharashtra State Board Asst Professor Asst Professor Skill Details Company Details company Kisan Arts description Total Work Experience Months Sr Name Organization College Designation Working Period Total Experience Months 1 Kisan Arts Commerce Science Asst Professor 20 07 2015 31 05 2016 10 Months Sr College Parola Dist Jalgaon Political Sci Maharashtra company Bahadarpur Tai Parola Dist description,Arts
Arts,Good communication skill Quick learner Keen find solutionsEducation Details MBA Marketing International Business Management Pune Maharashtra Pune University B Tech Tech Nagpur Maharashtra RTM Nagpur University G Arts Commerce Science G Arts Commerce Science Skill Details Company Details company Samarth College description Engineering 30 7 210 5 College campus VJ College Pharmacy 10 days workshop 10 G Arts Commerce Science 6 Soft Skills 6 days workshop 6 College Personality G Institute Agricultural 7 6 days workshop 6 Development Diploma 8 Soft Skills Samarth College Polytechnic 20 days workshop 20 TOTAL 350 WORKING EXPERIENCE CORPORATE Sr Topic Company days Total Hrs 1 Presentation skill Team Elringklinger Automotives Pvt 1 Day 8 building Workshop Ltd Ranjangaon Pune 2 Negotiation skill Kubler Automation Pvt Ltd 2 days 16 Communication skill Chakan Pune 3 Business Communication Finanza Home Loans Pimple 3 days 21 Stress management saudagar Pune 4 Team building Verbal Sharvari Products Pvt Ltd 2 days 16 communication Junner Pune 7 days 5 Entrepreneurship Agriculture Research Centre Workshop 168 Development Narayangaon Pune 8 batches TOTAL 229 ADJOINING SKILLS Working knowledge Windows operating system MS Office Communicate well English Hindi Marathi Organized participated events like gathering teachers day fashion show various science exhibitions college,HR
Arts,Operating Systems Windows XP Vista 07Education Details January 2018 F painting Nagpur Maharashtra Nagpur University January 2016 B F Painting Nagpur Maharashtra Nagpur University January 2012 Diploma Art Maharashtra State Board January 2010 H C Maharashtra State Board January 2008 C Maharashtra State Board Fine arts lecturer Skill Details Ms Cit Exprience 96 monthsCompany Details company Shubhankan Fine Arts College indore description job Lecturer Shubhankan Fine Arts College Indore Nov 2018 Artist completed ATD BFA MFA painting searching job faculty area comfort place improve knowledge experience field company description experience classes painting rangoli drawing summer classes etc Health Physical Disability Orthopedically,Arts
Arts,Additional qualifications April 2000 Web Designing Course average computer skillsEducation Details January 2000 January 2001 Bachelor Arts Sociology Mumbai Maharashtra Mumbai University January 1998 January 2000 Bachelor Arts Sociology Sophia College January 1997 January 1998 H C Sophia College January 1995 January 1996 C St Teresa Convent High School Head business development arts Head business development arts Skill Details Company Details company British Council description Responsibilities Strategic oversight responsibility programmes performing arts music theatre dance cultural sectors lead conception oversight specific large scale programmes within overall Arts programme Represent British Council external events India act deputy Director Arts required Oversee manage resources deliver compelling communications applicants convey British Council grants like Charles Wallace India trust Young Creative Entrepreneurs Chevening Clore scholarship programs time excellence Shortlisting Interviewing potential applicants existing relevant grants fellowships Oversee diverse range proposals progress reports related projects Ensuring effective timely identification communication program progress Lead team six project managers across country manage performance team responsible executing arts projects partnerships built work expertise within geographic region ensure arts insight knowledge available required Managing relations existing partners developing relationships targeted new partners key government officials ensuring market insight business development opportunities built planning new programmes Primary strategic responsibility marketing Arts program India ensure program builds reputation attractive potential partners partnership Marketing Communications team company British Council description cultural relations organization creating international opportunities people UK countries building trust worldwide offices six continents 100 countries bringing international opportunity life every day year work millions people connecting United Kingdom sharing cultures UK attractive assets English Arts Education 80 years experience company British Council description Responsibilities Leading strategic development British Council work music sector India Sri Lanka region building maintaining strong international partnerships across sectors India Sri Lanka UK Developing strong external partnerships lead significant external investment BC activities enabling delivery ambitious programme music sector activities events thus strengthening cultural relationships India Sri Lanka UK Leading implementation music programme within India Sri Lanka along detailed project plans liaison colleagues India Sri Lanka UK Proactive management budgets timelines projects Ensuring systematic evaluation projects including developing effective systems processes capturing quantitative qualitative information effectiveness projects longer term impact Management team across India Sri Lanka contributing recruitment development mentoring staff company British Council description Responsibilities Planning organizing logistics related events buildings performers artists personnel Marketing performance event social media direct mail advertising use website producing posters publicity leaflets attracting media coverage Planning managing budgets Programming booking performances events including arrangements tours India Development new projects initiatives consultation arts professionals key stakeholders e g local authorities local government communities venue directors regional partners Taking responsibility operational office management issues venue accessibility health safety issues Implementing maintaining office information systems Providing administration support managers director Ensuring corporate legal requirements complied reporting head unit company British Council description Responsibilities Developing new specific new projects initiatives music film visual art sector consultation Council key stakeholders Planning managing budgets Supporting marketing performance event social media direct mail advertising use website producing posters publicity leaflets attracting media coverage Programming outreach workshops respective programmes company AirCheck India description company intended launch stations metros August 29 2001 Mumbai FM station WIN basic infrastructure includes studio production facilities transmission tower station located central Mumbai Responsibilities Generating researching ideas programmes pitching commissions Sourcing potential contributors interviewees Selecting music appropriate programme audience station Producing pre production briefings presenters reporters technical staff contributors Managing logistics getting people resources equipment together right place right time undertaking editing interviewing reporting duties necessary Presenting programmes managing presenters pre recorded recorded output Checking copyrights cleared understanding media law Using editing mixing software like Sonic Foundry Vegas Sonic Foundry Sound Forge Acid Midi company Rave Magazine description Rave Magazine definitive voice music emerging Indian sub continent lifestyle surrounds exclusive reporting unique sensibility editorial team 20 years experience publishing RAVE Magazine covers every genre music emerging region provides new perspectives International music Responsibilities Maintain production schedules report progress Overview staff manage supervise photographers freelance writers generally provide administrative support editor Participated production meetings brain storming sessions decide direction future trends contents publication company Xs Events description Xs Events event management company primarily dealing corporate clients used different events increase audience exposure brand Responsibilities Development production delivery projects proposal right delivery Delivering events time within budget Maintaining timelines priorities every project Managing supplier relationships Managing operational administrative functions ensure specific projects delivered efficiently company Banyan Tree Communications description Responsibilities Sourcing potential contributors interviewees Selecting music appropriate programme audience station undertaking editing interviewing reporting duties necessary Checking copyrights cleared understanding media law company French Embassy description part time basis company British Council description Mumbai Advice students various academic opportunities United Kingdom assisted various exhibitions British Council,Arts
Arts,Education Details January 2017 Rachana Sansad School Interior Deign January 2013 Holy Family High School Master Commerce Marketing Mumbai Maharashtra University Mumbai Drawing Arts Craft Teacher Drawing Arts Craft Teacher Ghatkopar YMCA Skill Details Company Details company Ghatkopar YMCA description 3 Years Worked Jungle Cubs Gym Co ordinator 1 Year,Arts
Arts,Education Details August 2018 January 2021 Entermediate Maths Mumbai Maharashtra Sunbeam academy samne ghat varanasi Martial arts fitness job Skill Details Company Details company Sports Authority description 2nd dan black belt karate martial arts searching personal trainer job fitness 3 gold medals national karate championship 7 gold medals state karate championship 3 times best player year uttar pradesh award Represented india Selected world karate championship held Croatia Europe,Health and fitness
Arts,Skills Course Skill Name Board Year Passing Grade Intermediate Grade Drawing Art Examination Committee 2011 B Examination Maharashtra State Academic Programme Detail National Service Scheme Camp Sponsored Government India Ministry Youth Affairs Sports New Delhi North Maharashtra University Jalgaon Strengths Ability Learn Mistakes Honesty Ready accept challenges responsibilities Quick learning adaptability confidence Declaration 201 faithfully Pia Jetalal Hiralal Gorbanjara Education Details May 2010 HSC Nashik Maharashtra State Board June 2008 SSC Nashik Maharashtra State Board Asst Professor Asst Professor Skill Details Company Details company Kisan Arts description Total Work Experience Months Sr Name Organization College Designation Working Period Total Experience Months 1 Kisan Arts Commerce Science Asst Professor 20 07 2015 31 05 2016 10 Months Sr College Parola Dist Jalgaon Political Sci Maharashtra company Bahadarpur Tai Parola Dist description,Arts
Arts,Good communication skill Quick learner Keen find solutionsEducation Details MBA Marketing International Business Management Pune Maharashtra Pune University B Tech Tech Nagpur Maharashtra RTM Nagpur University G Arts Commerce Science G Arts Commerce Science Skill Details Company Details company Samarth College description Engineering 30 7 210 5 College campus VJ College Pharmacy 10 days workshop 10 G Arts Commerce Science 6 Soft Skills 6 days workshop 6 College Personality G Institute Agricultural 7 6 days workshop 6 Development Diploma 8 Soft Skills Samarth College Polytechnic 20 days workshop 20 TOTAL 350 WORKING EXPERIENCE CORPORATE Sr Topic Company days Total Hrs 1 Presentation skill Team Elringklinger Automotives Pvt 1 Day 8 building Workshop Ltd Ranjangaon Pune 2 Negotiation skill Kubler Automation Pvt Ltd 2 days 16 Communication skill Chakan Pune 3 Business Communication Finanza Home Loans Pimple 3 days 21 Stress management saudagar Pune 4 Team building Verbal Sharvari Products Pvt Ltd 2 days 16 communication Junner Pune 7 days 5 Entrepreneurship Agriculture Research Centre Workshop 168 Development Narayangaon Pune 8 batches TOTAL 229 ADJOINING SKILLS Working knowledge Windows operating system MS Office Communicate well English Hindi Marathi Organized participated events like gathering teachers day fashion show various science exhibitions college,HR
Arts,Operating Systems Windows XP Vista 07Education Details January 2018 F painting Nagpur Maharashtra Nagpur University January 2016 B F Painting Nagpur Maharashtra Nagpur University January 2012 Diploma Art Maharashtra State Board January 2010 H C Maharashtra State Board January 2008 C Maharashtra State Board Fine arts lecturer Skill Details Ms Cit Exprience 96 monthsCompany Details company Shubhankan Fine Arts College indore description job Lecturer Shubhankan Fine Arts College Indore Nov 2018 Artist completed ATD BFA MFA painting searching job faculty area comfort place improve knowledge experience field company description experience classes painting rangoli drawing summer classes etc Health Physical Disability Orthopedically,Arts
Arts,Additional qualifications April 2000 Web Designing Course average computer skillsEducation Details January 2000 January 2001 Bachelor Arts Sociology Mumbai Maharashtra Mumbai University January 1998 January 2000 Bachelor Arts Sociology Sophia College January 1997 January 1998 H C Sophia College January 1995 January 1996 C St Teresa Convent High School Head business development arts Head business development arts Skill Details Company Details company British Council description Responsibilities Strategic oversight responsibility programmes performing arts music theatre dance cultural sectors lead conception oversight specific large scale programmes within overall Arts programme Represent British Council external events India act deputy Director Arts required Oversee manage resources deliver compelling communications applicants convey British Council grants like Charles Wallace India trust Young Creative Entrepreneurs Chevening Clore scholarship programs time excellence Shortlisting Interviewing potential applicants existing relevant grants fellowships Oversee diverse range proposals progress reports related projects Ensuring effective timely identification communication program progress Lead team six project managers across country manage performance team responsible executing arts projects partnerships built work expertise within geographic region ensure arts insight knowledge available required Managing relations existing partners developing relationships targeted new partners key government officials ensuring market insight business development opportunities built planning new programmes Primary strategic responsibility marketing Arts program India ensure program builds reputation attractive potential partners partnership Marketing Communications team company British Council description cultural relations organization creating international opportunities people UK countries building trust worldwide offices six continents 100 countries bringing international opportunity life every day year work millions people connecting United Kingdom sharing cultures UK attractive assets English Arts Education 80 years experience company British Council description Responsibilities Leading strategic development British Council work music sector India Sri Lanka region building maintaining strong international partnerships across sectors India Sri Lanka UK Developing strong external partnerships lead significant external investment BC activities enabling delivery ambitious programme music sector activities events thus strengthening cultural relationships India Sri Lanka UK Leading implementation music programme within India Sri Lanka along detailed project plans liaison colleagues India Sri Lanka UK Proactive management budgets timelines projects Ensuring systematic evaluation projects including developing effective systems processes capturing quantitative qualitative information effectiveness projects longer term impact Management team across India Sri Lanka contributing recruitment development mentoring staff company British Council description Responsibilities Planning organizing logistics related events buildings performers artists personnel Marketing performance event social media direct mail advertising use website producing posters publicity leaflets attracting media coverage Planning managing budgets Programming booking performances events including arrangements tours India Development new projects initiatives consultation arts professionals key stakeholders e g local authorities local government communities venue directors regional partners Taking responsibility operational office management issues venue accessibility health safety issues Implementing maintaining office information systems Providing administration support managers director Ensuring corporate legal requirements complied reporting head unit company British Council description Responsibilities Developing new specific new projects initiatives music film visual art sector consultation Council key stakeholders Planning managing budgets Supporting marketing performance event social media direct mail advertising use website producing posters publicity leaflets attracting media coverage Programming outreach workshops respective programmes company AirCheck India description company intended launch stations metros August 29 2001 Mumbai FM station WIN basic infrastructure includes studio production facilities transmission tower station located central Mumbai Responsibilities Generating researching ideas programmes pitching commissions Sourcing potential contributors interviewees Selecting music appropriate programme audience station Producing pre production briefings presenters reporters technical staff contributors Managing logistics getting people resources equipment together right place right time undertaking editing interviewing reporting duties necessary Presenting programmes managing presenters pre recorded recorded output Checking copyrights cleared understanding media law Using editing mixing software like Sonic Foundry Vegas Sonic Foundry Sound Forge Acid Midi company Rave Magazine description Rave Magazine definitive voice music emerging Indian sub continent lifestyle surrounds exclusive reporting unique sensibility editorial team 20 years experience publishing RAVE Magazine covers every genre music emerging region provides new perspectives International music Responsibilities Maintain production schedules report progress Overview staff manage supervise photographers freelance writers generally provide administrative support editor Participated production meetings brain storming sessions decide direction future trends contents publication company Xs Events description Xs Events event management company primarily dealing corporate clients used different events increase audience exposure brand Responsibilities Development production delivery projects proposal right delivery Delivering events time within budget Maintaining timelines priorities every project Managing supplier relationships Managing operational administrative functions ensure specific projects delivered efficiently company Banyan Tree Communications description Responsibilities Sourcing potential contributors interviewees Selecting music appropriate programme audience station undertaking editing interviewing reporting duties necessary Checking copyrights cleared understanding media law company French Embassy description part time basis company British Council description Mumbai Advice students various academic opportunities United Kingdom assisted various exhibitions British Council,Arts
Arts,Education Details January 2017 Rachana Sansad School Interior Deign January 2013 Holy Family High School Master Commerce Marketing Mumbai Maharashtra University Mumbai Drawing Arts Craft Teacher Drawing Arts Craft Teacher Ghatkopar YMCA Skill Details Company Details company Ghatkopar YMCA description 3 Years Worked Jungle Cubs Gym Co ordinator 1 Year,Arts
Arts,Education Details August 2018 January 2021 Entermediate Maths Mumbai Maharashtra Sunbeam academy samne ghat varanasi Martial arts fitness job Skill Details Company Details company Sports Authority description 2nd dan black belt karate martial arts searching personal trainer job fitness 3 gold medals national karate championship 7 gold medals state karate championship 3 times best player year uttar pradesh award Represented india Selected world karate championship held Croatia Europe,Health and fitness
Arts,Skills Course Skill Name Board Year Passing Grade Intermediate Grade Drawing Art Examination Committee 2011 B Examination Maharashtra State Academic Programme Detail National Service Scheme Camp Sponsored Government India Ministry Youth Affairs Sports New Delhi North Maharashtra University Jalgaon Strengths Ability Learn Mistakes Honesty Ready accept challenges responsibilities Quick learning adaptability confidence Declaration 201 faithfully Pia Jetalal Hiralal Gorbanjara Education Details May 2010 HSC Nashik Maharashtra State Board June 2008 SSC Nashik Maharashtra State Board Asst Professor Asst Professor Skill Details Company Details company Kisan Arts description Total Work Experience Months Sr Name Organization College Designation Working Period Total Experience Months 1 Kisan Arts Commerce Science Asst Professor 20 07 2015 31 05 2016 10 Months Sr College Parola Dist Jalgaon Political Sci Maharashtra company Bahadarpur Tai Parola Dist description,Arts
Arts,Good communication skill Quick learner Keen find solutionsEducation Details MBA Marketing International Business Management Pune Maharashtra Pune University B Tech Tech Nagpur Maharashtra RTM Nagpur University G Arts Commerce Science G Arts Commerce Science Skill Details Company Details company Samarth College description Engineering 30 7 210 5 College campus VJ College Pharmacy 10 days workshop 10 G Arts Commerce Science 6 Soft Skills 6 days workshop 6 College Personality G Institute Agricultural 7 6 days workshop 6 Development Diploma 8 Soft Skills Samarth College Polytechnic 20 days workshop 20 TOTAL 350 WORKING EXPERIENCE CORPORATE Sr Topic Company days Total Hrs 1 Presentation skill Team Elringklinger Automotives Pvt 1 Day 8 building Workshop Ltd Ranjangaon Pune 2 Negotiation skill Kubler Automation Pvt Ltd 2 days 16 Communication skill Chakan Pune 3 Business Communication Finanza Home Loans Pimple 3 days 21 Stress management saudagar Pune 4 Team building Verbal Sharvari Products Pvt Ltd 2 days 16 communication Junner Pune 7 days 5 Entrepreneurship Agriculture Research Centre Workshop 168 Development Narayangaon Pune 8 batches TOTAL 229 ADJOINING SKILLS Working knowledge Windows operating system MS Office Communicate well English Hindi Marathi Organized participated events like gathering teachers day fashion show various science exhibitions college,HR
Arts,Operating Systems Windows XP Vista 07Education Details January 2018 F painting Nagpur Maharashtra Nagpur University January 2016 B F Painting Nagpur Maharashtra Nagpur University January 2012 Diploma Art Maharashtra State Board January 2010 H C Maharashtra State Board January 2008 C Maharashtra State Board Fine arts lecturer Skill Details Ms Cit Exprience 96 monthsCompany Details company Shubhankan Fine Arts College indore description job Lecturer Shubhankan Fine Arts College Indore Nov 2018 Artist completed ATD BFA MFA painting searching job faculty area comfort place improve knowledge experience field company description experience classes painting rangoli drawing summer classes etc Health Physical Disability Orthopedically,Arts
Arts,Additional qualifications April 2000 Web Designing Course average computer skillsEducation Details January 2000 January 2001 Bachelor Arts Sociology Mumbai Maharashtra Mumbai University January 1998 January 2000 Bachelor Arts Sociology Sophia College January 1997 January 1998 H C Sophia College January 1995 January 1996 C St Teresa Convent High School Head business development arts Head business development arts Skill Details Company Details company British Council description Responsibilities Strategic oversight responsibility programmes performing arts music theatre dance cultural sectors lead conception oversight specific large scale programmes within overall Arts programme Represent British Council external events India act deputy Director Arts required Oversee manage resources deliver compelling communications applicants convey British Council grants like Charles Wallace India trust Young Creative Entrepreneurs Chevening Clore scholarship programs time excellence Shortlisting Interviewing potential applicants existing relevant grants fellowships Oversee diverse range proposals progress reports related projects Ensuring effective timely identification communication program progress Lead team six project managers across country manage performance team responsible executing arts projects partnerships built work expertise within geographic region ensure arts insight knowledge available required Managing relations existing partners developing relationships targeted new partners key government officials ensuring market insight business development opportunities built planning new programmes Primary strategic responsibility marketing Arts program India ensure program builds reputation attractive potential partners partnership Marketing Communications team company British Council description cultural relations organization creating international opportunities people UK countries building trust worldwide offices six continents 100 countries bringing international opportunity life every day year work millions people connecting United Kingdom sharing cultures UK attractive assets English Arts Education 80 years experience company British Council description Responsibilities Leading strategic development British Council work music sector India Sri Lanka region building maintaining strong international partnerships across sectors India Sri Lanka UK Developing strong external partnerships lead significant external investment BC activities enabling delivery ambitious programme music sector activities events thus strengthening cultural relationships India Sri Lanka UK Leading implementation music programme within India Sri Lanka along detailed project plans liaison colleagues India Sri Lanka UK Proactive management budgets timelines projects Ensuring systematic evaluation projects including developing effective systems processes capturing quantitative qualitative information effectiveness projects longer term impact Management team across India Sri Lanka contributing recruitment development mentoring staff company British Council description Responsibilities Planning organizing logistics related events buildings performers artists personnel Marketing performance event social media direct mail advertising use website producing posters publicity leaflets attracting media coverage Planning managing budgets Programming booking performances events including arrangements tours India Development new projects initiatives consultation arts professionals key stakeholders e g local authorities local government communities venue directors regional partners Taking responsibility operational office management issues venue accessibility health safety issues Implementing maintaining office information systems Providing administration support managers director Ensuring corporate legal requirements complied reporting head unit company British Council description Responsibilities Developing new specific new projects initiatives music film visual art sector consultation Council key stakeholders Planning managing budgets Supporting marketing performance event social media direct mail advertising use website producing posters publicity leaflets attracting media coverage Programming outreach workshops respective programmes company AirCheck India description company intended launch stations metros August 29 2001 Mumbai FM station WIN basic infrastructure includes studio production facilities transmission tower station located central Mumbai Responsibilities Generating researching ideas programmes pitching commissions Sourcing potential contributors interviewees Selecting music appropriate programme audience station Producing pre production briefings presenters reporters technical staff contributors Managing logistics getting people resources equipment together right place right time undertaking editing interviewing reporting duties necessary Presenting programmes managing presenters pre recorded recorded output Checking copyrights cleared understanding media law Using editing mixing software like Sonic Foundry Vegas Sonic Foundry Sound Forge Acid Midi company Rave Magazine description Rave Magazine definitive voice music emerging Indian sub continent lifestyle surrounds exclusive reporting unique sensibility editorial team 20 years experience publishing RAVE Magazine covers every genre music emerging region provides new perspectives International music Responsibilities Maintain production schedules report progress Overview staff manage supervise photographers freelance writers generally provide administrative support editor Participated production meetings brain storming sessions decide direction future trends contents publication company Xs Events description Xs Events event management company primarily dealing corporate clients used different events increase audience exposure brand Responsibilities Development production delivery projects proposal right delivery Delivering events time within budget Maintaining timelines priorities every project Managing supplier relationships Managing operational administrative functions ensure specific projects delivered efficiently company Banyan Tree Communications description Responsibilities Sourcing potential contributors interviewees Selecting music appropriate programme audience station undertaking editing interviewing reporting duties necessary Checking copyrights cleared understanding media law company French Embassy description part time basis company British Council description Mumbai Advice students various academic opportunities United Kingdom assisted various exhibitions British Council,Arts
Arts,Education Details January 2017 Rachana Sansad School Interior Deign January 2013 Holy Family High School Master Commerce Marketing Mumbai Maharashtra University Mumbai Drawing Arts Craft Teacher Drawing Arts Craft Teacher Ghatkopar YMCA Skill Details Company Details company Ghatkopar YMCA description 3 Years Worked Jungle Cubs Gym Co ordinator 1 Year,Arts
Arts,Education Details August 2018 January 2021 Entermediate Maths Mumbai Maharashtra Sunbeam academy samne ghat varanasi Martial arts fitness job Skill Details Company Details company Sports Authority description 2nd dan black belt karate martial arts searching personal trainer job fitness 3 gold medals national karate championship 7 gold medals state karate championship 3 times best player year uttar pradesh award Represented india Selected world karate championship held Croatia Europe,Health and fitness
Arts,Skills Course Skill Name Board Year Passing Grade Intermediate Grade Drawing Art Examination Committee 2011 B Examination Maharashtra State Academic Programme Detail National Service Scheme Camp Sponsored Government India Ministry Youth Affairs Sports New Delhi North Maharashtra University Jalgaon Strengths Ability Learn Mistakes Honesty Ready accept challenges responsibilities Quick learning adaptability confidence Declaration 201 faithfully Pia Jetalal Hiralal Gorbanjara Education Details May 2010 HSC Nashik Maharashtra State Board June 2008 SSC Nashik Maharashtra State Board Asst Professor Asst Professor Skill Details Company Details company Kisan Arts description Total Work Experience Months Sr Name Organization College Designation Working Period Total Experience Months 1 Kisan Arts Commerce Science Asst Professor 20 07 2015 31 05 2016 10 Months Sr College Parola Dist Jalgaon Political Sci Maharashtra company Bahadarpur Tai Parola Dist description,Arts
Arts,Good communication skill Quick learner Keen find solutionsEducation Details MBA Marketing International Business Management Pune Maharashtra Pune University B Tech Tech Nagpur Maharashtra RTM Nagpur University G Arts Commerce Science G Arts Commerce Science Skill Details Company Details company Samarth College description Engineering 30 7 210 5 College campus VJ College Pharmacy 10 days workshop 10 G Arts Commerce Science 6 Soft Skills 6 days workshop 6 College Personality G Institute Agricultural 7 6 days workshop 6 Development Diploma 8 Soft Skills Samarth College Polytechnic 20 days workshop 20 TOTAL 350 WORKING EXPERIENCE CORPORATE Sr Topic Company days Total Hrs 1 Presentation skill Team Elringklinger Automotives Pvt 1 Day 8 building Workshop Ltd Ranjangaon Pune 2 Negotiation skill Kubler Automation Pvt Ltd 2 days 16 Communication skill Chakan Pune 3 Business Communication Finanza Home Loans Pimple 3 days 21 Stress management saudagar Pune 4 Team building Verbal Sharvari Products Pvt Ltd 2 days 16 communication Junner Pune 7 days 5 Entrepreneurship Agriculture Research Centre Workshop 168 Development Narayangaon Pune 8 batches TOTAL 229 ADJOINING SKILLS Working knowledge Windows operating system MS Office Communicate well English Hindi Marathi Organized participated events like gathering teachers day fashion show various science exhibitions college,Sales
Arts,Operating Systems Windows XP Vista 07Education Details January 2018 F painting Nagpur Maharashtra Nagpur University January 2016 B F Painting Nagpur Maharashtra Nagpur University January 2012 Diploma Art Maharashtra State Board January 2010 H C Maharashtra State Board January 2008 C Maharashtra State Board Fine arts lecturer Skill Details Ms Cit Exprience 96 monthsCompany Details company Shubhankan Fine Arts College indore description job Lecturer Shubhankan Fine Arts College Indore Nov 2018 Artist completed ATD BFA MFA painting searching job faculty area comfort place improve knowledge experience field company description experience classes painting rangoli drawing summer classes etc Health Physical Disability Orthopedically,Arts
Arts,Additional qualifications April 2000 Web Designing Course average computer skillsEducation Details January 2000 January 2001 Bachelor Arts Sociology Mumbai Maharashtra Mumbai University January 1998 January 2000 Bachelor Arts Sociology Sophia College January 1997 January 1998 H C Sophia College January 1995 January 1996 C St Teresa Convent High School Head business development arts Head business development arts Skill Details Company Details company British Council description Responsibilities Strategic oversight responsibility programmes performing arts music theatre dance cultural sectors lead conception oversight specific large scale programmes within overall Arts programme Represent British Council external events India act deputy Director Arts required Oversee manage resources deliver compelling communications applicants convey British Council grants like Charles Wallace India trust Young Creative Entrepreneurs Chevening Clore scholarship programs time excellence Shortlisting Interviewing potential applicants existing relevant grants fellowships Oversee diverse range proposals progress reports related projects Ensuring effective timely identification communication program progress Lead team six project managers across country manage performance team responsible executing arts projects partnerships built work expertise within geographic region ensure arts insight knowledge available required Managing relations existing partners developing relationships targeted new partners key government officials ensuring market insight business development opportunities built planning new programmes Primary strategic responsibility marketing Arts program India ensure program builds reputation attractive potential partners partnership Marketing Communications team company British Council description cultural relations organization creating international opportunities people UK countries building trust worldwide offices six continents 100 countries bringing international opportunity life every day year work millions people connecting United Kingdom sharing cultures UK attractive assets English Arts Education 80 years experience company British Council description Responsibilities Leading strategic development British Council work music sector India Sri Lanka region building maintaining strong international partnerships across sectors India Sri Lanka UK Developing strong external partnerships lead significant external investment BC activities enabling delivery ambitious programme music sector activities events thus strengthening cultural relationships India Sri Lanka UK Leading implementation music programme within India Sri Lanka along detailed project plans liaison colleagues India Sri Lanka UK Proactive management budgets timelines projects Ensuring systematic evaluation projects including developing effective systems processes capturing quantitative qualitative information effectiveness projects longer term impact Management team across India Sri Lanka contributing recruitment development mentoring staff company British Council description Responsibilities Planning organizing logistics related events buildings performers artists personnel Marketing performance event social media direct mail advertising use website producing posters publicity leaflets attracting media coverage Planning managing budgets Programming booking performances events including arrangements tours India Development new projects initiatives consultation arts professionals key stakeholders e g local authorities local government communities venue directors regional partners Taking responsibility operational office management issues venue accessibility health safety issues Implementing maintaining office information systems Providing administration support managers director Ensuring corporate legal requirements complied reporting head unit company British Council description Responsibilities Developing new specific new projects initiatives music film visual art sector consultation Council key stakeholders Planning managing budgets Supporting marketing performance event social media direct mail advertising use website producing posters publicity leaflets attracting media coverage Programming outreach workshops respective programmes company AirCheck India description company intended launch stations metros August 29 2001 Mumbai FM station WIN basic infrastructure includes studio production facilities transmission tower station located central Mumbai Responsibilities Generating researching ideas programmes pitching commissions Sourcing potential contributors interviewees Selecting music appropriate programme audience station Producing pre production briefings presenters reporters technical staff contributors Managing logistics getting people resources equipment together right place right time undertaking editing interviewing reporting duties necessary Presenting programmes managing presenters pre recorded recorded output Checking copyrights cleared understanding media law Using editing mixing software like Sonic Foundry Vegas Sonic Foundry Sound Forge Acid Midi company Rave Magazine description Rave Magazine definitive voice music emerging Indian sub continent lifestyle surrounds exclusive reporting unique sensibility editorial team 20 years experience publishing RAVE Magazine covers every genre music emerging region provides new perspectives International music Responsibilities Maintain production schedules report progress Overview staff manage supervise photographers freelance writers generally provide administrative support editor Participated production meetings brain storming sessions decide direction future trends contents publication company Xs Events description Xs Events event management company primarily dealing corporate clients used different events increase audience exposure brand Responsibilities Development production delivery projects proposal right delivery Delivering events time within budget Maintaining timelines priorities every project Managing supplier relationships Managing operational administrative functions ensure specific projects delivered efficiently company Banyan Tree Communications description Responsibilities Sourcing potential contributors interviewees Selecting music appropriate programme audience station undertaking editing interviewing reporting duties necessary Checking copyrights cleared understanding media law company French Embassy description part time basis company British Council description Mumbai Advice students various academic opportunities United Kingdom assisted various exhibitions British Council,Arts
Arts,Education Details January 2017 Rachana Sansad School Interior Deign January 2013 Holy Family High School Master Commerce Marketing Mumbai Maharashtra University Mumbai Drawing Arts Craft Teacher Drawing Arts Craft Teacher Ghatkopar YMCA Skill Details Company Details company Ghatkopar YMCA description 3 Years Worked Jungle Cubs Gym Co ordinator 1 Year,Arts
